field,row,tree,yplant,year,month,nb_bunch,nb_fr,nb_abfr,,
050,11,8,2002,2022,11,1,8,,,
050,11,9,2002,2022,11,1,15,,,
050,11,10,2002,2022,11,2,18,,,
050,11,11,2002,2022,11,0,0,,,
050,11,12,2002,2022,11,2,16,,,
050,11,13,2002,2022,11,2,18,,,
050,11,14,2002,2022,11,1,7,,,
050,11,15,2002,2022,11,1,6,,,
050,11,16,2002,2022,11,0,0,,,
050,11,18,2002,2022,11,1,2,,,
050,11,21,2002,2022,11,1,9,,,
050,11,22,2002,2022,11,1,10,,,
050,12,1,2002,2022,11,1,8,,,
050,12,2,2002,2022,11,2,10,,,
050,12,3,2002,2022,11,2,17,,,
050,12,4,2002,2022,11,1,4,,,
050,12,5,2002,2022,11,0,0,,,
050,12,6,2002,2022,11,2,15,,,
050,12,7,2002,2022,11,2,16,,,
050,12,8,2002,2022,11,2,19,,,
050,12,9,2002,2022,11,2,30,,,
050,12,10,2002,2022,11,2,29,,,
050,12,11,2002,2022,11,1,6,,,
050,12,12,2002,2022,11,1,12,,,
050,12,13,2002,2022,11,0,0,,,
050,12,14,2002,2022,11,2,18,,,
050,12,15,2002,2022,11,1,10,,,
050,12,16,2002,2022,11,1,6,,,
050,12,18,2002,2022,11,1,5,,,
050,12,19,2002,2022,11,0,0,,,
050,12,20,2002,2022,11,2,16,,,
050,12,21,2002,2022,11,2,16,,,
050,12,22,2002,2022,11,1,3,,,
050,13,1,2002,2022,11,2,20,,,
050,13,2,2002,2022,11,1,5,,,
050,13,3,2002,2022,11,1,10,,,
050,13,4,2002,2022,11,2,15,,,
050,13,5,2002,2022,11,1,16,,,
050,13,6,2002,2022,11,2,21,,,
050,13,7,2002,2022,11,0,0,,,
050,13,8,2002,2022,11,3,36,,,
050,13,9,2002,2022,11,0,0,,,
050,13,11,2002,2022,11,2,30,,,
050,13,13,2002,2022,11,2,20,,,
050,13,14,2002,2022,11,1,3,,,
050,13,15,2002,2022,11,2,16,,,
050,13,16,2002,2022,11,0,0,,,
050,13,17,2002,2022,11,1,12,,,
050,13,18,2002,2022,11,1,10,,,
050,13,19,2002,2022,11,0,0,,,
050,13,20,2002,2022,11,0,0,,,
050,13,21,2002,2022,11,2,14,,,
050,13,22,2002,2022,11,2,10,,,
050,14,1,2002,2022,11,0,0,,,
050,14,2,2002,2022,11,1,4,,,
050,14,3,2002,2022,11,1,2,,,
050,14,6,2002,2022,11,2,20,,,
050,14,7,2002,2022,11,3,29,,,
050,14,8,2002,2022,11,2,15,,,
050,14,9,2002,2022,11,2,20,,,
050,14,10,2002,2022,11,1,2,,,
050,14,12,2002,2022,11,3,40,,,
050,14,13,2002,2022,11,0,0,,,
050,14,14,2002,2022,11,1,5,,,
050,14,15,2002,2022,11,1,2,,,
050,14,16,2002,2022,11,1,7,,,
050,14,17,2002,2022,11,1,4,,,
050,14,18,2002,2022,11,1,7,,,
050,14,19,2002,2022,11,0,0,,,
050,14,20,2002,2022,11,2,15,,,
050,14,21,2002,2022,11,1,13,,,
050,15,1,2002,2022,11,0,0,,,
050,15,3,2002,2022,11,1,6,,,
050,15,4,2002,2022,11,2,15,,,
050,15,5,2002,2022,11,0,0,,,
050,15,6,2002,2022,11,2,20,,,
050,15,7,2002,2022,11,2,18,,,
050,15,8,2002,2022,11,2,18,,,
050,15,9,2002,2022,11,2,23,,,
050,15,10,2002,2022,11,1,12,,,
050,15,11,2002,2022,11,3,30,,,
050,15,12,2002,2022,11,2,25,,,
050,15,13,2002,2022,11,1,1,,,
050,15,14,2002,2022,11,1,9,,,
050,15,15,2002,2022,11,1,12,,,
050,15,16,2002,2022,11,1,3,,,
050,15,17,2002,2022,11,0,0,,,
050,15,18,2002,2022,11,1,13,,,
050,15,20,2002,2022,11,1,10,,,
050,15,21,2002,2022,11,1,10,,,
050,16,1,2002,2022,11,2,15,,,
050,16,2,2002,2022,11,1,8,,,
050,16,3,2002,2022,11,2,17,,,
050,16,4,2002,2022,11,1,7,,,
050,16,5,2002,2022,11,2,36,,,
050,16,6,2002,2022,11,3,48,,,
050,16,8,2002,2022,11,2,21,,,
050,16,9,2002,2022,11,2,15,,,
050,16,10,2002,2022,11,2,23,,,
050,16,11,2002,2022,11,0,0,,,
050,16,12,2002,2022,11,0,0,,,
050,16,13,2002,2022,11,0,0,,,
050,16,14,2002,2022,11,1,10,,,
050,16,15,2002,2022,11,1,6,,,
050,16,16,2002,2022,11,2,13,,,
050,16,17,2002,2022,11,2,15,,,
050,16,18,2002,2022,11,1,8,,,
050,16,19,2002,2022,11,1,10,,,
050,16,20,2002,2022,11,2,15,,,
050,16,21,2002,2022,11,2,26,,,
050,16,22,2002,2022,11,2,18,,,
050,17,1,2002,2022,11,2,23,,,
050,17,2,2002,2022,11,0,0,,,
050,17,3,2002,2022,11,1,10,,,
050,17,4,2002,2022,11,1,7,,,
050,17,5,2002,2022,11,1,6,,,
050,17,6,2002,2022,11,2,30,,,
050,17,7,2002,2022,11,1,10,,,
050,17,8,2002,2022,11,3,42,,,
050,17,9,2002,2022,11,1,5,,,
050,17,11,2002,2022,11,1,3,,,
050,17,12,2002,2022,11,1,4,,,
050,17,13,2002,2022,11,2,22,,,
050,17,14,2002,2022,11,2,12,,,
050,17,15,2002,2022,11,2,21,,,
050,17,16,2002,2022,11,1,7,,,
050,17,17,2002,2022,11,2,14,,,
050,17,18,2002,2022,11,0,0,,,
050,17,19,2002,2022,11,2,23,,,
050,17,20,2002,2022,11,3,50,,,
050,17,21,2002,2022,11,1,7,,,
050,17,22,2002,2022,11,1,4,,,
050,18,2,2002,2022,11,1,4,,,
050,18,3,2002,2022,11,1,6,,,
050,18,4,2002,2022,11,1,2,,,
050,18,5,2002,2022,11,2,30,,,
050,18,6,2002,2022,11,2,30,,,
050,18,7,2002,2022,11,0,0,,,
050,18,8,2002,2022,11,0,0,,,
050,18,10,2002,2022,11,1,9,,,
050,18,11,2002,2022,11,3,52,,,
050,18,12,2002,2022,11,1,7,,,
050,18,13,2002,2022,11,1,7,,,
050,18,14,2002,2022,11,2,15,,,
050,18,15,2002,2022,11,2,15,,,
050,18,16,2002,2022,11,2,15,,,
050,18,17,2002,2022,11,0,0,,,
050,18,18,2002,2022,11,0,0,,,
050,18,19,2002,2022,11,0,0,,,
050,18,20,2002,2022,11,2,25,,,
050,18,22,2002,2022,11,1,10,,,
050,19,1,2002,2022,11,0,0,,,
050,19,2,2002,2022,11,2,12,,,
050,19,3,2002,2022,11,1,7,,,
050,19,5,2002,2022,11,1,4,,,
050,19,6,2002,2022,11,3,36,,,
050,19,7,2002,2022,11,1,9,,,
050,19,10,2002,2022,11,2,20,,,
050,19,11,2002,2022,11,2,12,,,
050,19,12,2002,2022,11,0,0,,,
050,19,13,2002,2022,11,0,0,,,
050,19,15,2002,2022,11,2,18,,,
050,19,16,2002,2022,11,1,9,,,
050,19,17,2002,2022,11,2,28,,,
050,19,18,2002,2022,11,3,35,,,
050,19,19,2002,2022,11,1,1,,,
050,19,20,2002,2022,11,2,18,,,
050,19,21,2002,2022,11,2,19,,,
050,19,22,2002,2022,11,3,50,,,
050,20,1,2002,2022,11,2,20,,,
050,20,3,2002,2022,11,0,0,,,
050,20,4,2002,2022,11,1,14,,,
050,20,5,2002,2022,11,0,0,,,
050,20,6,2002,2022,11,1,2,,,
050,20,7,2002,2022,11,2,20,,,
050,20,8,2002,2022,11,2,24,,,
050,20,9,2002,2022,11,2,20,,,
050,20,10,2002,2022,11,1,10,,,
050,20,11,2002,2022,11,1,8,,,
050,20,12,2002,2022,11,3,38,,,
050,20,13,2002,2022,11,1,14,,,
050,20,14,2002,2022,11,2,22,,,
050,20,15,2002,2022,11,3,33,,,
050,20,16,2002,2022,11,2,18,,,
050,20,17,2002,2022,11,3,30,,,
050,20,18,2002,2022,11,0,0,,,
050,20,19,2002,2022,11,0,0,,,
050,20,20,2002,2022,11,3,30,,,
050,20,21,2002,2022,11,0,0,,,
050,21,1,2002,2022,11,1,11,,,
050,21,3,2002,2022,11,0,0,,,
050,21,4,2002,2022,11,0,0,,,
050,21,5,2002,2022,11,1,4,,,
050,21,6,2002,2022,11,1,3,,,
050,21,7,2002,2022,11,0,0,,,
050,21,8,2002,2022,11,0,0,,,
050,21,9,2002,2022,11,1,3,,,
050,21,10,2002,2022,11,0,0,,,
050,21,11,2002,2022,11,1,9,,,
050,21,12,2002,2022,11,1,8,,,
050,21,13,2002,2022,11,1,15,,,
050,21,14,2002,2022,11,0,0,,,
050,21,15,2002,2022,11,0,0,,,
050,21,19,2002,2022,11,0,0,,,
050,21,20,2002,2022,11,3,41,,,
050,21,22,2002,2022,11,2,22,,,
050,22,1,2002,2022,11,1,3,,,
050,22,2,2002,2022,11,1,9,,,
050,22,3,2002,2022,11,0,0,,,
050,22,4,2002,2022,11,0,0,,,
050,22,5,2002,2022,11,0,0,,,
050,22,6,2002,2022,11,0,0,,,
050,22,7,2002,2022,11,1,13,,,
050,22,9,2002,2022,11,3,40,,,
050,22,10,2002,2022,11,0,0,,,
050,22,11,2002,2022,11,0,0,,,
050,22,12,2002,2022,11,1,11,,,
050,22,13,2002,2022,11,2,16,,,
050,22,14,2002,2022,11,0,0,,,
050,22,15,2002,2022,11,0,0,,,
050,22,16,2002,2022,11,0,0,,,
050,22,17,2002,2022,11,0,0,,,
050,22,18,2002,2022,11,3,80,,,
050,22,19,2002,2022,11,1,6,,,
050,22,20,2002,2022,11,2,27,,,
050,22,21,2002,2022,11,0,0,,,
050,23,2,2002,2022,11,1,6,,,
050,23,3,2002,2022,11,2,23,,,
050,23,4,2002,2022,11,1,4,,,
050,23,5,2002,2022,11,1,15,,,
050,23,6,2002,2022,11,1,15,,,
050,23,7,2002,2022,11,1,5,,,
050,23,9,2002,2022,11,2,26,,,
050,23,10,2002,2022,11,0,0,,,
050,23,12,2002,2022,11,1,16,,,
050,23,13,2002,2022,11,1,10,,,
050,23,14,2002,2022,11,0,0,,,
050,23,15,2002,2022,11,3,34,,,
050,23,16,2002,2022,11,1,2,,,
050,23,18,2002,2022,11,1,13,,,
050,23,19,2002,2022,11,1,11,,,
050,23,21,2002,2022,11,0,0,,,
050,24,1,2002,2022,11,1,10,,,
050,24,3,2002,2022,11,1,10,,,
050,24,4,2002,2022,11,2,12,,,
050,24,6,2002,2022,11,2,26,,,
050,24,7,2002,2022,11,0,0,,,
050,24,9,2002,2022,11,1,12,,,
050,24,10,2002,2022,11,0,0,,,
050,24,11,2002,2022,11,2,20,,,
050,24,12,2002,2022,11,2,16,,,
050,24,13,2002,2022,11,2,28,,,
050,24,14,2002,2022,11,1,12,,,
050,24,15,2002,2022,11,0,0,,,
050,24,16,2002,2022,11,0,0,,,
050,24,19,2002,2022,11,0,0,,,
050,24,20,2002,2022,11,0,0,,,
050,24,21,2002,2022,11,3,35,,,
050,24,22,2002,2022,11,3,42,,,
050,25,1,2002,2022,11,3,34,,,
050,25,2,2002,2022,11,0,0,,,
050,25,3,2002,2022,11,0,0,,,
050,25,4,2002,2022,11,0,0,,,
050,25,5,2002,2022,11,0,0,,,
050,25,6,2002,2022,11,3,30,,,
050,25,8,2002,2022,11,1,2,,,
050,25,9,2002,2022,11,1,11,,,
050,25,10,2002,2022,11,0,0,,,
050,25,11,2002,2022,11,2,17,,,
050,25,13,2002,2022,11,0,0,,,
050,25,14,2002,2022,11,1,2,,,
050,25,15,2002,2022,11,0,0,,,
050,25,16,2002,2022,11,0,0,,,
050,25,17,2002,2022,11,2,29,,,
050,25,20,2002,2022,11,1,10,,,
050,25,21,2002,2022,11,0,0,,,
050,25,22,2002,2022,11,1,8,,,
050,26,1,2002,2022,11,1,1,,,
050,26,2,2002,2022,11,0,0,,,
050,26,3,2002,2022,11,2,26,,,
050,26,4,2002,2022,11,2,20,,,
050,26,5,2002,2022,11,1,8,,,
050,26,6,2002,2022,11,1,1,,,
050,26,7,2002,2022,11,1,4,,,
050,26,8,2002,2022,11,3,31,,,
050,26,9,2002,2022,11,1,5,,,
050,26,10,2002,2022,11,1,3,,,
050,26,11,2002,2022,11,2,24,,,
050,26,12,2002,2022,11,1,3,,,
050,26,14,2002,2022,11,0,0,,,
050,26,15,2002,2022,11,1,3,,,
050,26,16,2002,2022,11,0,0,,,
050,26,17,2002,2022,11,3,18,,,
050,26,20,2002,2022,11,2,15,,,
050,26,21,2002,2022,11,1,1,,,
050,26,22,2002,2022,11,2,20,,,
050,27,1,2002,2022,11,1,5,,,
050,27,2,2002,2022,11,1,6,,,
050,27,3,2002,2022,11,0,0,,,
050,27,5,2002,2022,11,0,0,,,
050,27,7,2002,2022,11,2,19,,,
050,27,8,2002,2022,11,0,0,,,
050,27,9,2002,2022,11,1,4,,,
050,27,10,2002,2022,11,1,10,,,
050,27,11,2002,2022,11,0,0,,,
050,27,12,2002,2022,11,1,2,,,
050,27,13,2002,2022,11,1,8,,,
050,27,14,2002,2022,11,2,15,,,
050,27,15,2002,2022,11,1,7,,,
050,27,16,2002,2022,11,3,19,,,
050,27,17,2002,2022,11,3,19,,,
050,27,18,2002,2022,11,1,7,,,
050,27,19,2002,2022,11,2,13,,,
050,27,20,2002,2022,11,1,11,,,
050,27,21,2002,2022,11,2,14,,,
050,27,22,2002,2022,11,2,17,,,
050,28,2,2002,2022,11,1,4,,,
050,28,3,2002,2022,11,2,17,,,
050,28,4,2002,2022,11,0,0,,,
050,28,5,2002,2022,11,2,16,,,
050,28,6,2002,2022,11,0,0,,,
050,28,7,2002,2022,11,0,0,,,
050,28,8,2002,2022,11,0,0,,,
050,28,9,2002,2022,11,0,0,,,
050,28,10,2002,2022,11,1,5,,,
050,28,11,2002,2022,11,0,0,,,
050,28,12,2002,2022,11,2,15,,,
050,28,13,2002,2022,11,1,1,,,
050,28,14,2002,2022,11,2,13,,,
050,28,15,2002,2022,11,0,0,,,
050,28,16,2002,2022,11,0,0,,,
050,28,17,2002,2022,11,2,13,,,
050,28,18,2002,2022,11,0,0,,,
050,28,19,2002,2022,11,3,38,,,
050,28,20,2002,2022,11,0,0,,,
050,28,21,2002,2022,11,0,0,,,
050,28,22,2002,2022,11,0,0,,,
050,29,1,2002,2022,11,1,1,,,
050,29,2,2002,2022,11,0,0,,,
050,29,3,2002,2022,11,2,13,,,
050,29,4,2002,2022,11,0,0,,,
050,29,5,2002,2022,11,0,0,,,
050,29,6,2002,2022,11,2,10,,,
050,29,7,2002,2022,11,1,2,,,
050,29,8,2002,2022,11,1,4,,,
050,29,9,2002,2022,11,2,10,,,
050,29,10,2002,2022,11,2,22,,,
050,29,11,2002,2022,11,2,17,,,
050,29,12,2002,2022,11,0,0,,,
050,29,13,2002,2022,11,1,3,,,
050,29,14,2002,2022,11,0,0,,,
050,29,15,2002,2022,11,2,17,,,
050,29,16,2002,2022,11,1,3,,,
050,29,18,2002,2022,11,2,19,,,
050,29,19,2002,2022,11,1,4,,,
050,29,20,2002,2022,11,2,12,,,
050,29,21,2002,2022,11,2,22,,,
050,29,22,2002,2022,11,0,0,,,
050,30,1,2002,2022,11,1,7,,,
050,30,2,2002,2022,11,0,0,,,
050,30,3,2002,2022,11,2,12,,,
050,30,5,2002,2022,11,2,12,,,
050,30,6,2002,2022,11,2,12,,,
050,30,7,2002,2022,11,1,2,,,
050,30,8,2002,2022,11,0,0,,,
050,30,9,2002,2022,11,1,8,,,
050,30,10,2002,2022,11,0,0,,,
050,30,11,2002,2022,11,2,18,,,
050,30,12,2002,2022,11,0,0,,,
050,30,13,2002,2022,11,2,13,,,
050,30,14,2002,2022,11,0,0,,,
050,30,16,2002,2022,11,2,26,,,
050,30,17,2002,2022,11,1,6,,,
050,30,18,2002,2022,11,2,12,,,
050,30,19,2002,2022,11,1,3,,,
050,30,20,2002,2022,11,2,11,,,
050,30,21,2002,2022,11,0,0,,,
050,30,22,2002,2022,11,1,5,,,
050,31,1,2002,2022,11,0,0,,,
050,31,2,2002,2022,11,2,15,,,
050,31,3,2002,2022,11,0,0,,,
050,31,4,2002,2022,11,0,0,,,
050,31,5,2002,2022,11,1,3,,,
050,31,6,2002,2022,11,0,0,,,
050,31,7,2002,2022,11,0,0,,,
050,31,8,2002,2022,11,1,9,,,
050,31,9,2002,2022,11,1,5,,,
050,31,10,2002,2022,11,2,12,,,
050,31,11,2002,2022,11,1,2,,,
050,31,12,2002,2022,11,2,26,,,
050,31,13,2002,2022,11,1,7,,,
050,31,15,2002,2022,11,1,8,,,
050,31,16,2002,2022,11,1,7,,,
050,31,17,2002,2022,11,1,2,,,
050,31,18,2002,2022,11,1,9,,,
050,31,19,2002,2022,11,1,7,,,
050,31,20,2002,2022,11,1,5,,,
050,31,21,2002,2022,11,1,6,,,
050,31,22,2002,2022,11,2,11,,,
050,32,2,2002,2022,11,0,0,,,
050,32,3,2002,2022,11,1,5,,,
050,32,4,2002,2022,11,1,10,,,
050,32,5,2002,2022,11,1,3,,,
050,32,6,2002,2022,11,0,0,,,
050,32,7,2002,2022,11,0,0,,,
050,32,8,2002,2022,11,0,0,,,
050,32,9,2002,2022,11,1,11,,,
050,32,10,2002,2022,11,1,5,,,
050,32,11,2002,2022,11,1,2,,,
050,32,12,2002,2022,11,0,0,,,
050,32,13,2002,2022,11,1,11,,,
050,32,14,2002,2022,11,0,0,,,
050,32,15,2002,2022,11,1,17,,,
050,32,16,2002,2022,11,1,15,,,
050,32,17,2002,2022,11,2,18,,,
050,32,18,2002,2022,11,2,25,,,
050,32,19,2002,2022,11,1,6,,,
050,32,20,2002,2022,11,1,7,,,
050,32,21,2002,2022,11,3,32,,,
050,32,22,2002,2022,11,3,34,,,
050,33,2,2002,2022,11,1,8,,,
050,33,3,2002,2022,11,1,8,,,
050,33,4,2002,2022,11,2,24,,,
050,33,5,2002,2022,11,0,0,,,
050,33,6,2002,2022,11,1,9,,,
050,33,7,2002,2022,11,0,0,,,
050,33,8,2002,2022,11,1,5,,,
050,33,9,2002,2022,11,1,5,,,
050,33,10,2002,2022,11,1,12,,,
050,33,11,2002,2022,11,0,0,,,
050,33,12,2002,2022,11,1,15,,,
050,33,13,2002,2022,11,1,15,,,
050,33,14,2002,2022,11,1,6,,,
050,33,15,2002,2022,11,2,24,,,
050,33,16,2002,2022,11,1,2,,,
050,33,17,2002,2022,11,1,7,,,
050,33,18,2002,2022,11,1,4,,,
050,33,19,2002,2022,11,0,0,,,
050,33,20,2002,2022,11,1,10,,,
050,33,21,2002,2022,11,1,2,,,
050,33,22,2002,2022,11,2,20,,,
050,34,1,2002,2022,11,1,8,,,
050,34,3,2002,2022,11,1,15,,,
050,34,4,2002,2022,11,1,6,,,
050,34,5,2002,2022,11,2,15,,,
050,34,6,2002,2022,11,1,5,,,
050,34,7,2002,2022,11,1,8,,,
050,34,8,2002,2022,11,2,13,,,
050,34,9,2002,2022,11,0,0,,,
050,34,10,2002,2022,11,1,13,,,
050,34,11,2002,2022,11,0,0,,,
050,34,12,2002,2022,11,1,9,,,
050,34,13,2002,2022,11,2,21,,,
050,34,15,2002,2022,11,2,19,,,
050,34,17,2002,2022,11,1,14,,,
050,34,18,2002,2022,11,2,16,,,
050,34,19,2002,2022,11,1,5,,,
050,34,20,2002,2022,11,1,7,,,
050,34,21,2002,2022,11,1,9,,,
050,34,22,2002,2022,11,2,18,,,
050,35,1,2002,2022,11,0,0,,,
050,35,2,2002,2022,11,2,16,,,
050,35,4,2002,2022,11,1,7,,,
050,35,5,2002,2022,11,1,8,,,
050,35,9,2002,2022,11,0,0,,,
050,35,10,2002,2022,11,1,11,,,
050,35,11,2002,2022,11,0,0,,,
050,35,12,2002,2022,11,0,0,,,
050,35,13,2002,2022,11,2,20,,,
050,35,14,2002,2022,11,1,4,,,
050,35,15,2002,2022,11,2,24,,,
050,35,16,2002,2022,11,0,0,,,
050,35,17,2002,2022,11,1,4,,,
050,35,18,2002,2022,11,0,0,,,
050,35,19,2002,2022,11,1,7,,,
050,35,20,2002,2022,11,1,6,,,
050,35,21,2002,2022,11,1,8,,,
050,35,22,2002,2022,11,1,15,,,
050,36,1,2002,2022,11,1,3,,,
050,36,3,2002,2022,11,1,5,,,
050,36,4,2002,2022,11,0,0,,,
050,36,5,2002,2022,11,0,0,,,
050,36,6,2002,2022,11,2,13,,,
050,36,7,2002,2022,11,0,0,,,
050,36,8,2002,2022,11,2,17,,,
050,36,9,2002,2022,11,0,0,,,
050,36,10,2002,2022,11,0,0,,,
050,36,11,2002,2022,11,2,12,,,
050,36,12,2002,2022,11,0,0,,,
050,36,13,2002,2022,11,1,7,,,
050,36,14,2002,2022,11,2,14,,,
050,36,15,2002,2022,11,2,18,,,
050,36,16,2002,2022,11,1,7,,,
050,36,18,2002,2022,11,1,10,,,
050,36,19,2002,2022,11,2,16,,,
050,36,20,2002,2022,11,1,3,,,
050,36,21,2002,2022,11,1,5,,,
050,36,22,2002,2022,11,2,16,,,
050,37,1,2002,2022,11,1,4,,,
050,37,3,2002,2022,11,1,2,,,
050,37,4,2002,2022,11,0,0,,,
050,37,5,2002,2022,11,2,27,,,
050,37,6,2002,2022,11,0,0,,,
050,37,7,2002,2022,11,1,3,,,
050,37,8,2002,2022,11,1,1,,,
050,37,9,2002,2022,11,1,2,,,
050,37,10,2002,2022,11,1,3,,,
050,37,11,2002,2022,11,0,0,,,
050,37,12,2002,2022,11,1,7,,,
050,37,13,2002,2022,11,1,6,,,
050,37,14,2002,2022,11,2,18,,,
050,37,15,2002,2022,11,0,0,,,
050,37,16,2002,2022,11,2,27,,,
050,37,17,2002,2022,11,3,58,,,
050,37,18,2002,2022,11,0,0,,,
050,37,19,2002,2022,11,0,0,,,
050,37,20,2002,2022,11,0,0,,,
050,37,21,2002,2022,11,1,9,,,
050,37,22,2002,2022,11,2,18,,,
050,38,1,2002,2022,11,1,2,,,
050,38,2,2002,2022,11,1,4,,,
050,38,3,2002,2022,11,0,0,,,
050,38,4,2002,2022,11,0,0,,,
050,38,5,2002,2022,11,1,7,,,
050,38,6,2002,2022,11,0,0,,,
050,38,7,2002,2022,11,1,9,,,
050,38,8,2002,2022,11,1,5,,,
050,38,9,2002,2022,11,0,0,,,
050,38,10,2002,2022,11,1,8,,,
050,38,11,2002,2022,11,1,10,,,
050,38,12,2002,2022,11,0,0,,,
050,38,13,2002,2022,11,2,23,,,
050,38,14,2002,2022,11,1,7,,,
050,38,15,2002,2022,11,2,17,,,
050,38,16,2002,2022,11,2,2,,,
050,38,17,2002,2022,11,0,0,,,
050,38,18,2002,2022,11,3,34,,,
050,38,19,2002,2022,11,1,7,,,
050,38,20,2002,2022,11,0,0,,,
050,38,21,2002,2022,11,1,10,,,
050,38,22,2002,2022,11,1,5,,,
050,39,1,2002,2022,11,1,5,,,
050,39,4,2002,2022,11,0,0,,,
050,39,5,2002,2022,11,1,5,,,
050,39,6,2002,2022,11,1,1,,,
050,39,7,2002,2022,11,2,14,,,
050,39,8,2002,2022,11,1,6,,,
050,39,9,2002,2022,11,1,7,,,
050,39,10,2002,2022,11,1,12,,,
050,39,11,2002,2022,11,1,1,,,
050,39,12,2002,2022,11,0,0,,,
050,39,13,2002,2022,11,1,1,,,
050,39,14,2002,2022,11,1,6,,,
050,39,15,2002,2022,11,2,26,,,
050,39,16,2002,2022,11,2,21,,,
050,39,17,2002,2022,11,0,0,,,
050,39,18,2002,2022,11,0,0,,,
050,39,19,2002,2022,11,1,7,,,
050,39,20,2002,2022,11,0,0,,,
050,39,21,2002,2022,11,0,0,,,
050,39,22,2002,2022,11,0,0,,,
050,40,1,2002,2022,11,2,15,,,
050,40,2,2002,2022,11,1,5,,,
050,40,3,2002,2022,11,0,0,,,
050,40,4,2002,2022,11,1,3,,,
050,40,5,2002,2022,11,2,14,,,
050,40,6,2002,2022,11,0,0,,,
050,40,7,2002,2022,11,0,0,,,
050,40,9,2002,2022,11,0,0,,,
050,40,10,2002,2022,11,1,3,,,
050,40,11,2002,2022,11,2,13,,,
050,40,12,2002,2022,11,0,0,,,
050,40,13,2002,2022,11,0,0,,,
050,40,14,2002,2022,11,2,16,,,
050,40,15,2002,2022,11,0,0,,,
050,40,16,2002,2022,11,2,32,,,
050,40,17,2002,2022,11,1,1,,,
050,40,18,2002,2022,11,1,7,,,
050,40,20,2002,2022,11,2,14,,,
050,40,22,2002,2022,11,2,15,,,
050,41,1,2002,2022,11,1,3,,,
050,41,2,2002,2022,11,1,2,,,
050,41,3,2002,2022,11,0,0,,,
050,41,4,2002,2022,11,2,15,,,
050,41,5,2002,2022,11,1,1,,,
050,41,7,2002,2022,11,1,5,,,
050,41,8,2002,2022,11,2,13,,,
050,41,9,2002,2022,11,1,9,,,
050,41,10,2002,2022,11,1,4,,,
050,41,11,2002,2022,11,1,1,,,
050,41,12,2002,2022,11,2,21,,,
050,41,14,2002,2022,11,2,30,,,
050,41,15,2002,2022,11,2,23,,,
050,41,16,2002,2022,11,2,16,,,
050,41,17,2002,2022,11,1,9,,,
050,41,18,2002,2022,11,2,18,,,
050,41,19,2002,2022,11,0,0,,,
050,41,20,2002,2022,11,2,20,,,
050,41,21,2002,2022,11,0,0,,,
050,41,22,2002,2022,11,3,43,,,
050,42,2,2002,2022,11,1,6,,,
050,42,3,2002,2022,11,1,3,,,
050,42,4,2002,2022,11,1,3,,,
050,42,5,2002,2022,11,1,7,,,
050,42,6,2002,2022,11,3,37,,,
050,42,7,2002,2022,11,0,0,,,
050,42,8,2002,2022,11,0,0,,,
050,42,9,2002,2022,11,0,0,,,
050,42,10,2002,2022,11,2,16,,,
050,42,13,2002,2022,11,1,5,,,
050,42,14,2002,2022,11,2,15,,,
050,42,15,2002,2022,11,1,7,,,
050,42,16,2002,2022,11,0,0,,,
050,42,17,2002,2022,11,1,9,,,
050,42,18,2002,2022,11,3,33,,,
050,42,19,2002,2022,11,0,0,,,
050,42,20,2002,2022,11,1,11,,,
050,42,21,2002,2022,11,1,3,,,
050,42,22,2002,2022,11,2,12,,,
050,43,1,2002,2022,11,0,0,,,
050,43,3,2002,2022,11,2,20,,,
050,43,4,2002,2022,11,2,22,,,
050,43,5,2002,2022,11,1,2,,,
050,43,6,2002,2022,11,1,4,,,
050,43,7,2002,2022,11,2,27,,,
050,43,8,2002,2022,11,1,9,,,
050,43,9,2002,2022,11,1,7,,,
050,43,10,2002,2022,11,2,10,,,
050,43,11,2002,2022,11,1,7,,,
050,43,12,2002,2022,11,0,0,,,
050,43,13,2002,2022,11,2,13,,,
050,43,14,2002,2022,11,1,3,,,
050,43,16,2002,2022,11,2,18,,,
050,43,17,2002,2022,11,2,14,,,
050,43,18,2002,2022,11,2,19,,,
050,43,19,2002,2022,11,1,6,,,
050,43,20,2002,2022,11,0,0,,,
050,43,21,2002,2022,11,1,9,,,
050,43,22,2002,2022,11,2,31,,,
050,44,1,2002,2022,11,1,5,,,
050,44,2,2002,2022,11,1,6,,,
050,44,3,2002,2022,11,1,8,,,
050,44,4,2002,2022,11,1,5,,,
050,44,5,2002,2022,11,2,22,,,
050,44,6,2002,2022,11,1,7,,,
050,44,7,2002,2022,11,0,0,,,
050,44,8,2002,2022,11,2,16,,,
050,44,9,2002,2022,11,0,0,,,
050,44,10,2002,2022,11,1,11,,,
050,44,13,2002,2022,11,0,0,,,
050,44,14,2002,2022,11,0,0,,,
050,44,15,2002,2022,11,1,14,,,
050,44,16,2002,2022,11,2,20,,,
050,44,17,2002,2022,11,2,19,,,
050,44,18,2002,2022,11,2,27,,,
050,44,19,2002,2022,11,2,27,,,
050,44,20,2002,2022,11,2,26,,,
050,44,21,2002,2022,11,2,12,,,
050,44,22,2002,2022,11,3,36,,,
050,45,1,2002,2022,11,1,10,,,
050,45,2,2002,2022,11,0,0,,,
050,45,5,2002,2022,11,2,22,,,
050,45,6,2002,2022,11,3,38,,,
050,45,8,2002,2022,11,1,9,,,
